,AAPL_Expected,AMC_Expected,BBBY_Expected,FIZZ_Expected,GME_Expected,LGND_Expected,NOKIA_Expected,VIAC_Expected,AAPL_Prediction,AMC_Prediction,BBBY_Prediction,FIZZ_Prediction,GME_Prediction,LGND_Prediction,NOKIA_Prediction,VIAC_Prediction
285,137.16170661321297,14.19,18.9,55.755,259.0,162.6,3.4,43.35131196581899,152.2357,32.046257,19.644379,54.592945,258.9999,182.9238,27.653522,43.615936
286,136.91250293113956,14.07,18.87,55.5,248.0,167.5,3.6,43.37114330706593,151.5966,26.811108,18.65214,61.83724,248.00044,164.98843,25.13712,43.170322
287,135.88578376099704,14.25,18.95,56.0,249.81,164.0,3.345,43.25215525958426,150.8133,27.688976,20.088364,57.36105,249.8099,154.2179,26.226982,42.887188
288,135.69638896262123,13.86,18.55,57.8,240.54,168.0,3.3615,43.25215525958426,153.40004,27.469793,19.782274,56.68603,240.53925,160.85526,26.82919,42.557297
289,135.00360272645713,13.34,19.93,58.47,225.44,156.5,3.348,43.3810589776894,158.69603,23.39007,19.36156,61.77259,225.44116,156.16956,25.031399,41.097664
290,134.50021128866882,13.3,20.25,58.28,225.0,155.7,3.338,42.83569709339845,158.9181,26.713945,20.568502,62.910313,224.99808,150.68285,24.256325,41.12949
291,134.6597016451958,7.0,20.25,59.08,91.54,178.0,3.3345,43.123251541479135,152.10872,24.427685,20.850056,58.65547,91.540794,183.43842,27.450945,39.70418
292,134.49024314138586,7.92,20.3,59.955,114.85,164.67,3.3305,42.98443215275053,153.58105,27.391697,21.544115,69.75306,114.84974,163.12408,25.45539,45.110664
293,134.4204661104053,8.08,20.28,58.96,118.0,166.1,3.327,42.97451648212706,157.77951,24.94106,19.84153,64.38534,118.00086,159.13348,24.509022,40.973236
294,134.25100760659538,7.46,20.49,61.285,103.81,162.53,3.34,43.09350452960872,153.57622,26.99879,21.287285,65.33828,103.80987,167.60756,27.315544,42.816196
295,135.26775862945493,7.82,20.54,81.74,99.39,161.13,3.2705,43.083588858985244,152.4077,25.299456,20.03641,78.93965,99.38999,155.46445,25.602844,43.315403
296,133.9619313353902,7.85,20.48,85.5,90.5,162.56,3.29,42.97451648212706,149.93929,23.870583,20.77007,77.47006,90.49984,165.57245,25.551271,42.506886
